| TRAIN SET | Epoch [01/60], Step [0000/3466], Loss: 6.9068
| VALID SET | Epoch [04/60], Step [1500/1674], Loss: 1.7275
| VALID SET | Epoch [04/60], Step [1600/1674], Loss: 1.8029
| VALID SET | Epoch [04/60], Loss: 2.0438, Acc(Exp1): 0.5631, Acc(Exp2): 0.5322 

| TRAIN SET | Epoch [05/60], Step [0000/3466], Loss: 1.9731
| TRAIN SET | Epoch [05/60], Step [0100/3466], Loss: 1.9042
| TRAIN SET | Epoch [05/60], Step [0200/3466], Loss: 1.6821
| TRAIN SET | Epoch [05/60], Step [0300/3466], Loss: 1.9467
| TRAIN SET | Epoch [05/60], Step [0400/3466], Loss: 1.9295
| TRAIN SET | Epoch [05/60], Step [0500/3466], Loss: 2.1185
| TRAIN SET | Epoch [05/60], Step [0600/3466], Loss: 2.5419
| TRAIN SET | Epoch [05/60], Step [0700/3466], Loss: 2.3134
| TRAIN SET | Epoch [05/60], Step [0800/3466], Loss: 1.9308
| TRAIN SET | Epoch [05/60], Step [0900/3466], Loss: 1.7434
| TRAIN SET | Epoch [05/60], Step [1000/3466], Loss: 2.1600
| TRAIN SET | Epoch [05/60], Step [1100/3466], Loss: 1.9029
| TRAIN SET | Epoch [05/60], Step [1200/3466], Loss: 2.3243
| TRAIN SET | Epoch [05/60], Step [1300/3466], Loss: 2.0501
| TRAIN SET | Epoch [05/60], Step [1400/3466], Loss: 2.1675
| TRAIN SET | Epoch [05/60], Step [1500/3466], Loss: 2.2254
| TRAIN SET | Epoch [05/60], Step [1600/3466], Loss: 1.9845
| TRAIN SET | Epoch [05/60], Step [1700/3466], Loss: 2.0897
| TRAIN SET | Epoch [05/60], Step [1800/3466], Loss: 2.2164
| TRAIN SET | Epoch [05/60], Step [1900/3466], Loss: 1.7823
| TRAIN SET | Epoch [05/60], Step [2000/3466], Loss: 1.8591
| TRAIN SET | Epoch [05/60], Step [2100/3466], Loss: 1.8787
| TRAIN SET | Epoch [05/60], Step [2200/3466], Loss: 2.0354
| TRAIN SET | Epoch [05/60], Step [2300/3466], Loss: 2.1616
| TRAIN SET | Epoch [05/60], Step [2400/3466], Loss: 1.9369
| TRAIN SET | Epoch [05/60], Step [2500/3466], Loss: 2.2256
| TRAIN SET | Epoch [05/60], Step [2600/3466], Loss: 2.3095
| TRAIN SET | Epoch [05/60], Step [2700/3466], Loss: 2.0149
| TRAIN SET | Epoch [05/60], Step [2800/3466], Loss: 1.7270
| TRAIN SET | Epoch [05/60], Step [2900/3466], Loss: 1.8671
| TRAIN SET | Epoch [05/60], Step [3000/3466], Loss: 2.2493
| TRAIN SET | Epoch [05/60], Step [3100/3466], Loss: 1.8850
| TRAIN SET | Epoch [05/60], Step [3200/3466], Loss: 1.8154
| TRAIN SET | Epoch [05/60], Step [3300/3466], Loss: 1.9657
| TRAIN SET | Epoch [05/60], Step [3400/3466], Loss: 2.2073
| TRAIN SET | Epoch [05/60], Loss: 2.0531, Acc(Exp1): 0.5501, Acc(Exp2): 0.5156 

| VALID SET | Epoch [05/60], Step [0000/1674], Loss: 1.9977
| VALID SET | Epoch [05/60], Step [0100/1674], Loss: 2.2762
| VALID SET | Epoch [05/60], Step [0200/1674], Loss: 1.9637
| VALID SET | Epoch [05/60], Step [0300/1674], Loss: 2.0310
| VALID SET | Epoch [05/60], Step [0400/1674], Loss: 1.8482
| VALID SET | Epoch [05/60], Step [0500/1674], Loss: 1.8835
| VALID SET | Epoch [05/60], Step [0600/1674], Loss: 2.2194
| VALID SET | Epoch [05/60], Step [0700/1674], Loss: 1.8438
| VALID SET | Epoch [05/60], Step [0800/1674], Loss: 2.0406
| VALID SET | Epoch [05/60], Step [0900/1674], Loss: 2.1765
| VALID SET | Epoch [05/60], Step [1000/1674], Loss: 2.2126
| VALID SET | Epoch [05/60], Step [1100/1674], Loss: 2.0365
| VALID SET | Epoch [05/60], Step [1200/1674], Loss: 2.2401
| VALID SET | Epoch [05/60], Step [1300/1674], Loss: 2.4988
| VALID SET | Epoch [05/60], Step [1400/1674], Loss: 2.1497
| VALID SET | Epoch [05/60], Step [1500/1674], Loss: 2.0875
| VALID SET | Epoch [05/60], Step [1600/1674], Loss: 1.8077
| VALID SET | Epoch [05/60], Loss: 2.0166, Acc(Exp1): 0.5660, Acc(Exp2): 0.5345 

| TRAIN SET | Epoch [06/60], Step [0000/3466], Loss: 1.8409
| TRAIN SET | Epoch [06/60], Step [0100/3466], Loss: 2.0330
| TRAIN SET | Epoch [06/60], Step [0200/3466], Loss: 2.0041
| TRAIN SET | Epoch [06/60], Step [0300/3466], Loss: 2.0311
| TRAIN SET | Epoch [06/60], Step [0400/3466], Loss: 2.2027
| TRAIN SET | Epoch [06/60], Step [0500/3466], Loss: 1.7073
| TRAIN SET | Epoch [06/60], Step [0600/3466], Loss: 2.2405
| TRAIN SET | Epoch [06/60], Step [0700/3466], Loss: 2.0822
| TRAIN SET | Epoch [06/60], Step [0800/3466], Loss: 1.8269
| TRAIN SET | Epoch [06/60], Step [0900/3466], Loss: 1.8303
| TRAIN SET | Epoch [06/60], Step [1000/3466], Loss: 2.2822
| TRAIN SET | Epoch [06/60], Step [1100/3466], Loss: 2.0957
| TRAIN SET | Epoch [06/60], Step [1200/3466], Loss: 1.9739
| TRAIN SET | Epoch [06/60], Step [1300/3466], Loss: 2.0401
| TRAIN SET | Epoch [06/60], Step [1400/3466], Loss: 1.9199
| TRAIN SET | Epoch [06/60], Step [1500/3466], Loss: 1.9421
| TRAIN SET | Epoch [06/60], Step [1600/3466], Loss: 1.9923
| TRAIN SET | Epoch [06/60], Step [1700/3466], Loss: 2.1531
| TRAIN SET | Epoch [06/60], Step [1800/3466], Loss: 2.0563
| TRAIN SET | Epoch [06/60], Step [1900/3466], Loss: 2.0797
| TRAIN SET | Epoch [06/60], Step [2000/3466], Loss: 1.9783
| TRAIN SET | Epoch [06/60], Step [2100/3466], Loss: 2.0826
| TRAIN SET | Epoch [06/60], Step [2200/3466], Loss: 1.9426
| TRAIN SET | Epoch [06/60], Step [2300/3466], Loss: 2.1883
| TRAIN SET | Epoch [06/60], Step [2400/3466], Loss: 2.0280
| TRAIN SET | Epoch [06/60], Step [2500/3466], Loss: 1.9307
| TRAIN SET | Epoch [06/60], Step [2600/3466], Loss: 1.8912
| TRAIN SET | Epoch [06/60], Step [2700/3466], Loss: 1.8969
| TRAIN SET | Epoch [06/60], Step [2800/3466], Loss: 1.9237
| TRAIN SET | Epoch [06/60], Step [2900/3466], Loss: 2.0858
| TRAIN SET | Epoch [06/60], Step [3000/3466], Loss: 2.4830
| TRAIN SET | Epoch [06/60], Step [3100/3466], Loss: 2.1274
| TRAIN SET | Epoch [06/60], Step [3200/3466], Loss: 1.9655
| TRAIN SET | Epoch [06/60], Step [3300/3466], Loss: 2.0275
| TRAIN SET | Epoch [06/60], Step [3400/3466], Loss: 1.9432
| TRAIN SET | Epoch [06/60], Loss: 2.0181, Acc(Exp1): 0.5590, Acc(Exp2): 0.5243 

| VALID SET | Epoch [06/60], Step [0000/1674], Loss: 2.0313
| VALID SET | Epoch [06/60], Step [0100/1674], Loss: 2.1393
| VALID SET | Epoch [06/60], Step [0200/1674], Loss: 1.8721
| VALID SET | Epoch [06/60], Step [0300/1674], Loss: 1.8648
| VALID SET | Epoch [06/60], Step [0400/1674], Loss: 1.8299
| VALID SET | Epoch [06/60], Step [0500/1674], Loss: 1.9987
| VALID SET | Epoch [06/60], Step [0600/1674], Loss: 1.8468
| VALID SET | Epoch [06/60], Step [0700/1674], Loss: 1.8735
| VALID SET | Epoch [06/60], Step [0800/1674], Loss: 1.9097
| VALID SET | Epoch [06/60], Step [0900/1674], Loss: 2.2435
| VALID SET | Epoch [06/60], Step [1000/1674], Loss: 2.0224
| VALID SET | Epoch [06/60], Step [1100/1674], Loss: 1.8431
| VALID SET | Epoch [06/60], Step [1200/1674], Loss: 2.1237
| VALID SET | Epoch [06/60], Step [1300/1674], Loss: 2.0792
| VALID SET | Epoch [06/60], Step [1400/1674], Loss: 2.0851
| VALID SET | Epoch [06/60], Step [1500/1674], Loss: 2.1663
| VALID SET | Epoch [06/60], Step [1600/1674], Loss: 2.1686
| VALID SET | Epoch [06/60], Loss: 1.9975, Acc(Exp1): 0.5742, Acc(Exp2): 0.5426 

| TRAIN SET | Epoch [07/60], Step [0000/3466], Loss: 1.8887
| TRAIN SET | Epoch [07/60], Step [0100/3466], Loss: 2.0325
| TRAIN SET | Epoch [07/60], Step [0200/3466], Loss: 2.1622
| TRAIN SET | Epoch [07/60], Step [0300/3466], Loss: 2.1664
| TRAIN SET | Epoch [07/60], Step [0400/3466], Loss: 1.8862
| TRAIN SET | Epoch [07/60], Step [0500/3466], Loss: 1.9765
| TRAIN SET | Epoch [07/60], Step [0600/3466], Loss: 2.0085
| TRAIN SET | Epoch [07/60], Step [0700/3466], Loss: 2.1179
| TRAIN SET | Epoch [07/60], Step [0800/3466], Loss: 2.0472
| TRAIN SET | Epoch [07/60], Step [0900/3466], Loss: 2.1834
| TRAIN SET | Epoch [07/60], Step [1000/3466], Loss: 2.1617
| TRAIN SET | Epoch [07/60], Step [1100/3466], Loss: 2.0124
| TRAIN SET | Epoch [07/60], Step [1200/3466], Loss: 2.0980
| TRAIN SET | Epoch [07/60], Step [1300/3466], Loss: 2.0658
| TRAIN SET | Epoch [07/60], Step [1400/3466], Loss: 1.7955
| TRAIN SET | Epoch [07/60], Step [1500/3466], Loss: 2.5198
| TRAIN SET | Epoch [07/60], Step [1600/3466], Loss: 1.9179
| TRAIN SET | Epoch [07/60], Step [1700/3466], Loss: 1.9588
| TRAIN SET | Epoch [07/60], Step [1800/3466], Loss: 2.0915
| TRAIN SET | Epoch [07/60], Step [1900/3466], Loss: 2.1200
| TRAIN SET | Epoch [07/60], Step [2000/3466], Loss: 1.7459
| TRAIN SET | Epoch [07/60], Step [2100/3466], Loss: 1.8391
| TRAIN SET | Epoch [07/60], Step [2200/3466], Loss: 1.8809
| TRAIN SET | Epoch [07/60], Step [2300/3466], Loss: 2.2589
| TRAIN SET | Epoch [07/60], Step [2400/3466], Loss: 2.2619
| TRAIN SET | Epoch [07/60], Step [2500/3466], Loss: 2.0015
| TRAIN SET | Epoch [07/60], Step [2600/3466], Loss: 2.0116
| TRAIN SET | Epoch [07/60], Step [2700/3466], Loss: 1.7705
| TRAIN SET | Epoch [07/60], Step [2800/3466], Loss: 2.0091
| TRAIN SET | Epoch [07/60], Step [2900/3466], Loss: 2.0742
| TRAIN SET | Epoch [07/60], Step [3000/3466], Loss: 2.0435
| TRAIN SET | Epoch [07/60], Step [3100/3466], Loss: 2.1707
| TRAIN SET | Epoch [07/60], Step [3200/3466], Loss: 1.8012
| TRAIN SET | Epoch [07/60], Step [3300/3466], Loss: 1.7992
| TRAIN SET | Epoch [07/60], Step [3400/3466], Loss: 1.9591
| TRAIN SET | Epoch [07/60], Loss: 1.9858, Acc(Exp1): 0.5669, Acc(Exp2): 0.5320 

| VALID SET | Epoch [07/60], Step [0000/1674], Loss: 2.1935
| VALID SET | Epoch [07/60], Step [0100/1674], Loss: 1.7743
| VALID SET | Epoch [07/60], Step [0200/1674], Loss: 2.1279
| VALID SET | Epoch [07/60], Step [0300/1674], Loss: 1.9465
| VALID SET | Epoch [07/60], Step [0400/1674], Loss: 2.0912
| VALID SET | Epoch [07/60], Step [0500/1674], Loss: 2.1139
| VALID SET | Epoch [07/60], Step [0600/1674], Loss: 2.5196
| VALID SET | Epoch [07/60], Step [0700/1674], Loss: 1.8065
| VALID SET | Epoch [07/60], Step [0800/1674], Loss: 2.0500
| VALID SET | Epoch [07/60], Step [0900/1674], Loss: 1.9302
| VALID SET | Epoch [07/60], Step [1000/1674], Loss: 1.9230
| VALID SET | Epoch [07/60], Step [1100/1674], Loss: 1.9126
| VALID SET | Epoch [07/60], Step [1200/1674], Loss: 2.4023
| VALID SET | Epoch [07/60], Step [1300/1674], Loss: 2.0387
| VALID SET | Epoch [07/60], Step [1400/1674], Loss: 2.0140
| VALID SET | Epoch [07/60], Step [1500/1674], Loss: 2.1755
