| TRAIN SET | Epoch [01/30], Step [0000/3466], Loss: 6.8971
| TRAIN SET | Epoch [04/30], Step [1300/3466], Loss: 2.0804
| TRAIN SET | Epoch [04/30], Step [1400/3466], Loss: 1.9704
| TRAIN SET | Epoch [04/30], Step [1500/3466], Loss: 2.2201
| TRAIN SET | Epoch [04/30], Step [1600/3466], Loss: 2.1366
| TRAIN SET | Epoch [04/30], Step [1700/3466], Loss: 2.2204
| TRAIN SET | Epoch [04/30], Step [1800/3466], Loss: 2.2162
| TRAIN SET | Epoch [04/30], Step [1900/3466], Loss: 2.1932
| TRAIN SET | Epoch [04/30], Step [2000/3466], Loss: 2.5889
| TRAIN SET | Epoch [04/30], Step [2100/3466], Loss: 2.0118
| TRAIN SET | Epoch [04/30], Step [2200/3466], Loss: 2.0477
| TRAIN SET | Epoch [04/30], Step [2300/3466], Loss: 2.2152
| TRAIN SET | Epoch [04/30], Step [2400/3466], Loss: 2.0440
| TRAIN SET | Epoch [04/30], Step [2500/3466], Loss: 2.1364
| TRAIN SET | Epoch [04/30], Step [2600/3466], Loss: 2.3054
| TRAIN SET | Epoch [04/30], Step [2700/3466], Loss: 2.2007
| TRAIN SET | Epoch [04/30], Step [2800/3466], Loss: 1.9412
| TRAIN SET | Epoch [04/30], Step [2900/3466], Loss: 2.1878
| TRAIN SET | Epoch [04/30], Step [3000/3466], Loss: 1.7622
| TRAIN SET | Epoch [04/30], Step [3100/3466], Loss: 2.1346
| TRAIN SET | Epoch [04/30], Step [3200/3466], Loss: 2.5022
| TRAIN SET | Epoch [04/30], Step [3300/3466], Loss: 1.7628
| TRAIN SET | Epoch [04/30], Step [3400/3466], Loss: 2.1545
| TRAIN SET | Epoch [04/30], Loss: 2.1041, Acc(Exp1): 0.5374, Acc(Exp2): 0.5030 

| VALID SET | Epoch [04/30], Step [0000/1674], Loss: 1.8752
| VALID SET | Epoch [04/30], Step [0100/1674], Loss: 2.2552
| VALID SET | Epoch [04/30], Step [0200/1674], Loss: 2.6553
| VALID SET | Epoch [04/30], Step [0300/1674], Loss: 1.8652
| VALID SET | Epoch [04/30], Step [0400/1674], Loss: 2.1317
| VALID SET | Epoch [04/30], Step [0500/1674], Loss: 1.8651
| VALID SET | Epoch [04/30], Step [0600/1674], Loss: 2.1765
| VALID SET | Epoch [04/30], Step [0700/1674], Loss: 2.5379
| VALID SET | Epoch [04/30], Step [0800/1674], Loss: 2.0461
| VALID SET | Epoch [04/30], Step [0900/1674], Loss: 1.8857
| VALID SET | Epoch [04/30], Step [1000/1674], Loss: 2.0668
| VALID SET | Epoch [04/30], Step [1100/1674], Loss: 2.0822
| VALID SET | Epoch [04/30], Step [1200/1674], Loss: 2.0744
| VALID SET | Epoch [04/30], Step [1300/1674], Loss: 2.1234
| VALID SET | Epoch [04/30], Step [1400/1674], Loss: 2.1394
| VALID SET | Epoch [04/30], Step [1500/1674], Loss: 1.6329
| VALID SET | Epoch [04/30], Step [1600/1674], Loss: 2.0286
| VALID SET | Epoch [04/30], Loss: 2.0360, Acc(Exp1): 0.5616, Acc(Exp2): 0.5273 

| TRAIN SET | Epoch [05/30], Step [0000/3466], Loss: 2.2604
| TRAIN SET | Epoch [05/30], Step [0100/3466], Loss: 1.9688
| TRAIN SET | Epoch [05/30], Step [0200/3466], Loss: 1.9543
| TRAIN SET | Epoch [05/30], Step [0300/3466], Loss: 1.8824
| TRAIN SET | Epoch [05/30], Step [0400/3466], Loss: 2.0285
| TRAIN SET | Epoch [05/30], Step [0500/3466], Loss: 1.8957
| TRAIN SET | Epoch [05/30], Step [0600/3466], Loss: 2.3895
| TRAIN SET | Epoch [05/30], Step [0700/3466], Loss: 2.0011
| TRAIN SET | Epoch [05/30], Step [0800/3466], Loss: 2.2323
| TRAIN SET | Epoch [05/30], Step [0900/3466], Loss: 1.9452
| TRAIN SET | Epoch [05/30], Step [1000/3466], Loss: 2.0213
| TRAIN SET | Epoch [05/30], Step [1100/3466], Loss: 2.2684
| TRAIN SET | Epoch [05/30], Step [1200/3466], Loss: 1.9454
| TRAIN SET | Epoch [05/30], Step [1300/3466], Loss: 2.1374
| TRAIN SET | Epoch [05/30], Step [1400/3466], Loss: 2.2049
| TRAIN SET | Epoch [05/30], Step [1500/3466], Loss: 2.0189
| TRAIN SET | Epoch [05/30], Step [1600/3466], Loss: 1.8257
| TRAIN SET | Epoch [05/30], Step [1700/3466], Loss: 1.9706
| TRAIN SET | Epoch [05/30], Step [1800/3466], Loss: 2.3448
| TRAIN SET | Epoch [05/30], Step [1900/3466], Loss: 2.0838
| TRAIN SET | Epoch [05/30], Step [2000/3466], Loss: 2.0519
| TRAIN SET | Epoch [05/30], Step [2100/3466], Loss: 2.2113
| TRAIN SET | Epoch [05/30], Step [2200/3466], Loss: 2.1158
| TRAIN SET | Epoch [05/30], Step [2300/3466], Loss: 1.7447
| TRAIN SET | Epoch [05/30], Step [2400/3466], Loss: 2.1403
| TRAIN SET | Epoch [05/30], Step [2500/3466], Loss: 1.7241
| TRAIN SET | Epoch [05/30], Step [2600/3466], Loss: 2.0103
| TRAIN SET | Epoch [05/30], Step [2700/3466], Loss: 2.1818
| TRAIN SET | Epoch [05/30], Step [2800/3466], Loss: 1.9127
| TRAIN SET | Epoch [05/30], Step [2900/3466], Loss: 1.9637
| TRAIN SET | Epoch [05/30], Step [3000/3466], Loss: 2.2968
| TRAIN SET | Epoch [05/30], Step [3100/3466], Loss: 2.2327
| TRAIN SET | Epoch [05/30], Step [3200/3466], Loss: 2.1478
| TRAIN SET | Epoch [05/30], Step [3300/3466], Loss: 2.3881
| TRAIN SET | Epoch [05/30], Step [3400/3466], Loss: 2.0384
| TRAIN SET | Epoch [05/30], Loss: 2.0516, Acc(Exp1): 0.5491, Acc(Exp2): 0.5145 

| VALID SET | Epoch [05/30], Step [0000/1674], Loss: 2.1805
| VALID SET | Epoch [05/30], Step [0100/1674], Loss: 2.3962
| VALID SET | Epoch [05/30], Step [0200/1674], Loss: 2.0213
| VALID SET | Epoch [05/30], Step [0300/1674], Loss: 1.9819
| VALID SET | Epoch [05/30], Step [0400/1674], Loss: 1.7883
| VALID SET | Epoch [05/30], Step [0500/1674], Loss: 2.0529
| VALID SET | Epoch [05/30], Step [0600/1674], Loss: 2.0873
| VALID SET | Epoch [05/30], Step [0700/1674], Loss: 1.8194
| VALID SET | Epoch [05/30], Step [0800/1674], Loss: 1.9340
| VALID SET | Epoch [05/30], Step [0900/1674], Loss: 2.0199
| VALID SET | Epoch [05/30], Step [1000/1674], Loss: 1.8605
| VALID SET | Epoch [05/30], Step [1100/1674], Loss: 1.8371
| VALID SET | Epoch [05/30], Step [1200/1674], Loss: 2.0865
| VALID SET | Epoch [05/30], Step [1300/1674], Loss: 2.2160
| VALID SET | Epoch [05/30], Step [1400/1674], Loss: 2.2018
| VALID SET | Epoch [05/30], Step [1500/1674], Loss: 1.8405
| VALID SET | Epoch [05/30], Step [1600/1674], Loss: 1.8221
| VALID SET | Epoch [05/30], Loss: 2.0228, Acc(Exp1): 0.5676, Acc(Exp2): 0.5339 

| TRAIN SET | Epoch [06/30], Step [0000/3466], Loss: 2.0963
| TRAIN SET | Epoch [06/30], Step [0100/3466], Loss: 1.6540
| TRAIN SET | Epoch [06/30], Step [0200/3466], Loss: 1.8522
| TRAIN SET | Epoch [06/30], Step [0300/3466], Loss: 1.9850
| TRAIN SET | Epoch [06/30], Step [0400/3466], Loss: 2.0425
| TRAIN SET | Epoch [06/30], Step [0500/3466], Loss: 1.9839
| TRAIN SET | Epoch [06/30], Step [0600/3466], Loss: 1.7030
| TRAIN SET | Epoch [06/30], Step [0700/3466], Loss: 1.9934
| TRAIN SET | Epoch [06/30], Step [0800/3466], Loss: 2.2040
| TRAIN SET | Epoch [06/30], Step [0900/3466], Loss: 2.1217
| TRAIN SET | Epoch [06/30], Step [1000/3466], Loss: 2.2515
| TRAIN SET | Epoch [06/30], Step [1100/3466], Loss: 2.3018
| TRAIN SET | Epoch [06/30], Step [1200/3466], Loss: 2.1864
| TRAIN SET | Epoch [06/30], Step [1300/3466], Loss: 2.1475
| TRAIN SET | Epoch [06/30], Step [1400/3466], Loss: 1.8024
| TRAIN SET | Epoch [06/30], Step [1500/3466], Loss: 2.1251
| TRAIN SET | Epoch [06/30], Step [1600/3466], Loss: 2.1183
| TRAIN SET | Epoch [06/30], Step [1700/3466], Loss: 1.9480
| TRAIN SET | Epoch [06/30], Step [1800/3466], Loss: 2.0293
| TRAIN SET | Epoch [06/30], Step [1900/3466], Loss: 2.1096
| TRAIN SET | Epoch [06/30], Step [2000/3466], Loss: 2.0065
| TRAIN SET | Epoch [06/30], Step [2100/3466], Loss: 2.2323
| TRAIN SET | Epoch [06/30], Step [2200/3466], Loss: 1.9887
| TRAIN SET | Epoch [06/30], Step [2300/3466], Loss: 2.3823
| TRAIN SET | Epoch [06/30], Step [2400/3466], Loss: 1.9775
| TRAIN SET | Epoch [06/30], Step [2500/3466], Loss: 2.0040
| TRAIN SET | Epoch [06/30], Step [2600/3466], Loss: 1.8609
| TRAIN SET | Epoch [06/30], Step [2700/3466], Loss: 2.1329
| TRAIN SET | Epoch [06/30], Step [2800/3466], Loss: 1.9135
| TRAIN SET | Epoch [06/30], Step [2900/3466], Loss: 2.2308
| TRAIN SET | Epoch [06/30], Step [3000/3466], Loss: 1.8834
| TRAIN SET | Epoch [06/30], Step [3100/3466], Loss: 1.9317
| TRAIN SET | Epoch [06/30], Step [3200/3466], Loss: 1.8937
| TRAIN SET | Epoch [06/30], Step [3300/3466], Loss: 2.1382
| TRAIN SET | Epoch [06/30], Step [3400/3466], Loss: 1.7308
| TRAIN SET | Epoch [06/30], Loss: 2.0131, Acc(Exp1): 0.5587, Acc(Exp2): 0.5239 

| VALID SET | Epoch [06/30], Step [0000/1674], Loss: 1.9279
| VALID SET | Epoch [06/30], Step [0100/1674], Loss: 1.8472
| VALID SET | Epoch [06/30], Step [0200/1674], Loss: 1.7984
| VALID SET | Epoch [06/30], Step [0300/1674], Loss: 1.7857
| VALID SET | Epoch [06/30], Step [0400/1674], Loss: 2.1664
| VALID SET | Epoch [06/30], Step [0500/1674], Loss: 2.0198
| VALID SET | Epoch [06/30], Step [0600/1674], Loss: 2.3732
| VALID SET | Epoch [06/30], Step [0700/1674], Loss: 1.9588
| VALID SET | Epoch [06/30], Step [0800/1674], Loss: 2.0197
| VALID SET | Epoch [06/30], Step [0900/1674], Loss: 1.8109
| VALID SET | Epoch [06/30], Step [1000/1674], Loss: 1.7132
| VALID SET | Epoch [06/30], Step [1100/1674], Loss: 2.1402
| VALID SET | Epoch [06/30], Step [1200/1674], Loss: 1.9286
| VALID SET | Epoch [06/30], Step [1300/1674], Loss: 1.8895
| VALID SET | Epoch [06/30], Step [1400/1674], Loss: 1.8528
| VALID SET | Epoch [06/30], Step [1500/1674], Loss: 2.1666
| VALID SET | Epoch [06/30], Step [1600/1674], Loss: 1.9361
| VALID SET | Epoch [06/30], Loss: 2.0025, Acc(Exp1): 0.5734, Acc(Exp2): 0.5406 

| TRAIN SET | Epoch [07/30], Step [0000/3466], Loss: 2.1216
| TRAIN SET | Epoch [07/30], Step [0100/3466], Loss: 2.0426
| TRAIN SET | Epoch [07/30], Step [0200/3466], Loss: 1.7779
| TRAIN SET | Epoch [07/30], Step [0300/3466], Loss: 1.9821
| TRAIN SET | Epoch [07/30], Step [0400/3466], Loss: 1.7348
| TRAIN SET | Epoch [07/30], Step [0500/3466], Loss: 1.7883
| TRAIN SET | Epoch [07/30], Step [0600/3466], Loss: 1.9539
| TRAIN SET | Epoch [07/30], Step [0700/3466], Loss: 1.9071
| TRAIN SET | Epoch [07/30], Step [0800/3466], Loss: 1.8765
| TRAIN SET | Epoch [07/30], Step [0900/3466], Loss: 1.9889
| TRAIN SET | Epoch [07/30], Step [1000/3466], Loss: 1.7389
| TRAIN SET | Epoch [07/30], Step [1100/3466], Loss: 2.0005
| TRAIN SET | Epoch [07/30], Step [1200/3466], Loss: 1.8508
| TRAIN SET | Epoch [07/30], Step [1300/3466], Loss: 1.6710
| TRAIN SET | Epoch [07/30], Step [1400/3466], Loss: 1.9101
| TRAIN SET | Epoch [07/30], Step [1500/3466], Loss: 1.8146
| TRAIN SET | Epoch [07/30], Step [1600/3466], Loss: 2.0658
| TRAIN SET | Epoch [07/30], Step [1700/3466], Loss: 2.1212
| TRAIN SET | Epoch [07/30], Step [1800/3466], Loss: 1.7954
| TRAIN SET | Epoch [07/30], Step [1900/3466], Loss: 2.0701
| TRAIN SET | Epoch [07/30], Step [2000/3466], Loss: 1.9418
| TRAIN SET | Epoch [07/30], Step [2100/3466], Loss: 2.3159
| TRAIN SET | Epoch [07/30], Step [2200/3466], Loss: 1.9304
| TRAIN SET | Epoch [07/30], Step [2300/3466], Loss: 1.8221
| TRAIN SET | Epoch [07/30], Step [2400/3466], Loss: 1.8857
| TRAIN SET | Epoch [07/30], Step [2500/3466], Loss: 1.6842
| TRAIN SET | Epoch [07/30], Step [2600/3466], Loss: 1.8772
| TRAIN SET | Epoch [07/30], Step [2700/3466], Loss: 1.9102
| TRAIN SET | Epoch [07/30], Step [2800/3466], Loss: 1.7008
| TRAIN SET | Epoch [07/30], Step [2900/3466], Loss: 1.8884
| TRAIN SET | Epoch [07/30], Step [3000/3466], Loss: 1.7611
| TRAIN SET | Epoch [07/30], Step [3100/3466], Loss: 1.9723
| TRAIN SET | Epoch [07/30], Step [3200/3466], Loss: 1.7340
| TRAIN SET | Epoch [07/30], Step [3300/3466], Loss: 1.8743
| TRAIN SET | Epoch [07/30], Step [3400/3466], Loss: 2.1268
| TRAIN SET | Epoch [07/30], Loss: 1.9844, Acc(Exp1): 0.5663, Acc(Exp2): 0.5312 

| VALID SET | Epoch [07/30], Step [0000/1674], Loss: 1.8692
| VALID SET | Epoch [07/30], Step [0100/1674], Loss: 2.0527
| VALID SET | Epoch [07/30], Step [0200/1674], Loss: 2.0118
| VALID SET | Epoch [07/30], Step [0300/1674], Loss: 2.2676
| VALID SET | Epoch [07/30], Step [0400/1674], Loss: 1.5245
| VALID SET | Epoch [07/30], Step [0500/1674], Loss: 1.9826
| VALID SET | Epoch [07/30], Step [0600/1674], Loss: 2.1287
| VALID SET | Epoch [07/30], Step [0700/1674], Loss: 2.2753
| VALID SET | Epoch [07/30], Step [0800/1674], Loss: 2.2353
| VALID SET | Epoch [07/30], Step [0900/1674], Loss: 1.9656
| VALID SET | Epoch [07/30], Step [1000/1674], Loss: 2.2822
| VALID SET | Epoch [07/30], Step [1100/1674], Loss: 1.9542
| VALID SET | Epoch [07/30], Step [1200/1674], Loss: 1.7195
| VALID SET | Epoch [07/30], Step [1300/1674], Loss: 1.9426
| VALID SET | Epoch [07/30], Step [1400/1674], Loss: 2.2352
| VALID SET | Epoch [07/30], Step [1500/1674], Loss: 1.8587
