| TRAIN SET | Epoch [01/30], Step [0000/3466], Loss: 7.0016
| TRAIN SET | Epoch [02/30], Step [0000/3466], Loss: 2.7573
| TRAIN SET | Epoch [02/30], Step [0100/3466], Loss: 3.2086
| TRAIN SET | Epoch [02/30], Step [0200/3466], Loss: 2.5552
| TRAIN SET | Epoch [02/30], Step [0300/3466], Loss: 2.5734
| TRAIN SET | Epoch [02/30], Step [0400/3466], Loss: 2.8543
| TRAIN SET | Epoch [02/30], Step [0500/3466], Loss: 2.7219
| TRAIN SET | Epoch [02/30], Step [0600/3466], Loss: 2.8602
| TRAIN SET | Epoch [02/30], Step [0700/3466], Loss: 2.8408
| TRAIN SET | Epoch [02/30], Step [0800/3466], Loss: 2.7350
| TRAIN SET | Epoch [02/30], Step [0900/3466], Loss: 2.9872
| TRAIN SET | Epoch [02/30], Step [1000/3466], Loss: 2.9729
| TRAIN SET | Epoch [02/30], Step [1100/3466], Loss: 2.9723
| TRAIN SET | Epoch [02/30], Step [1200/3466], Loss: 2.8791
| TRAIN SET | Epoch [02/30], Step [1300/3466], Loss: 2.5444
| TRAIN SET | Epoch [02/30], Step [1400/3466], Loss: 2.9870
| TRAIN SET | Epoch [02/30], Step [1500/3466], Loss: 2.4508
| TRAIN SET | Epoch [02/30], Step [1600/3466], Loss: 2.6713
| TRAIN SET | Epoch [02/30], Step [1700/3466], Loss: 2.3591
| TRAIN SET | Epoch [02/30], Step [1800/3466], Loss: 2.7430
| TRAIN SET | Epoch [02/30], Step [1900/3466], Loss: 2.7746
| TRAIN SET | Epoch [02/30], Step [2000/3466], Loss: 2.7187
| TRAIN SET | Epoch [02/30], Step [2100/3466], Loss: 2.3860
| TRAIN SET | Epoch [02/30], Step [2200/3466], Loss: 2.6017
| TRAIN SET | Epoch [02/30], Step [2300/3466], Loss: 2.3471
| TRAIN SET | Epoch [02/30], Step [2400/3466], Loss: 2.7943
| TRAIN SET | Epoch [02/30], Step [2500/3466], Loss: 2.3543
| TRAIN SET | Epoch [02/30], Step [2600/3466], Loss: 2.3732
| TRAIN SET | Epoch [02/30], Step [2700/3466], Loss: 2.3513
| TRAIN SET | Epoch [02/30], Step [2800/3466], Loss: 2.2326
| TRAIN SET | Epoch [02/30], Step [2900/3466], Loss: 2.7789
| TRAIN SET | Epoch [02/30], Step [3000/3466], Loss: 2.8314
| TRAIN SET | Epoch [02/30], Step [3100/3466], Loss: 2.4638
| TRAIN SET | Epoch [02/30], Step [3200/3466], Loss: 2.2310
| TRAIN SET | Epoch [02/30], Step [3300/3466], Loss: 2.4857
| TRAIN SET | Epoch [02/30], Step [3400/3466], Loss: 2.5126
| TRAIN SET | Epoch [02/30], Loss: 2.6875, Acc(Exp1): 0.4361, Acc(Exp2): 0.3982 

| VALID SET | Epoch [02/30], Step [0000/1674], Loss: 2.2303
| VALID SET | Epoch [02/30], Step [0100/1674], Loss: 2.2020
| VALID SET | Epoch [02/30], Step [0200/1674], Loss: 2.5531
| VALID SET | Epoch [02/30], Step [0300/1674], Loss: 2.1955
| VALID SET | Epoch [02/30], Step [0400/1674], Loss: 2.8833
| VALID SET | Epoch [02/30], Step [0500/1674], Loss: 2.5168
| VALID SET | Epoch [02/30], Step [0600/1674], Loss: 2.5893
| VALID SET | Epoch [02/30], Step [0700/1674], Loss: 2.2561
| VALID SET | Epoch [02/30], Step [0800/1674], Loss: 2.4605
| VALID SET | Epoch [02/30], Step [0900/1674], Loss: 2.3262
| VALID SET | Epoch [02/30], Step [1000/1674], Loss: 2.4074
| VALID SET | Epoch [02/30], Step [1100/1674], Loss: 2.4671
| VALID SET | Epoch [02/30], Step [1200/1674], Loss: 2.6304
| VALID SET | Epoch [02/30], Step [1300/1674], Loss: 2.2044
| VALID SET | Epoch [02/30], Step [1400/1674], Loss: 2.3160
| VALID SET | Epoch [02/30], Step [1500/1674], Loss: 2.4717
| VALID SET | Epoch [02/30], Step [1600/1674], Loss: 2.4296
| VALID SET | Epoch [02/30], Loss: 2.4685, Acc(Exp1): 0.4776, Acc(Exp2): 0.4434 

| TRAIN SET | Epoch [03/30], Step [0000/3466], Loss: 2.4769
| TRAIN SET | Epoch [03/30], Step [0100/3466], Loss: 2.3639
| TRAIN SET | Epoch [03/30], Step [0200/3466], Loss: 2.3841
| TRAIN SET | Epoch [03/30], Step [0300/3466], Loss: 2.4056
| TRAIN SET | Epoch [03/30], Step [0400/3466], Loss: 2.8171
| TRAIN SET | Epoch [03/30], Step [0500/3466], Loss: 2.2023
| TRAIN SET | Epoch [03/30], Step [0600/3466], Loss: 2.5303
| TRAIN SET | Epoch [03/30], Step [0700/3466], Loss: 2.3468
| TRAIN SET | Epoch [03/30], Step [0800/3466], Loss: 2.5119
| TRAIN SET | Epoch [03/30], Step [0900/3466], Loss: 2.5148
| TRAIN SET | Epoch [03/30], Step [1000/3466], Loss: 2.6384
| TRAIN SET | Epoch [03/30], Step [1100/3466], Loss: 2.3764
| TRAIN SET | Epoch [03/30], Step [1200/3466], Loss: 2.2104
| TRAIN SET | Epoch [03/30], Step [1300/3466], Loss: 2.4672
| TRAIN SET | Epoch [03/30], Step [1400/3466], Loss: 2.6201
| TRAIN SET | Epoch [03/30], Step [1500/3466], Loss: 2.5108
| TRAIN SET | Epoch [03/30], Step [1600/3466], Loss: 2.2904
| TRAIN SET | Epoch [03/30], Step [1700/3466], Loss: 2.3767
| TRAIN SET | Epoch [03/30], Step [1800/3466], Loss: 2.2169
| TRAIN SET | Epoch [03/30], Step [1900/3466], Loss: 2.4780
| TRAIN SET | Epoch [03/30], Step [2000/3466], Loss: 2.3727
| TRAIN SET | Epoch [03/30], Step [2100/3466], Loss: 2.4866
| TRAIN SET | Epoch [03/30], Step [2200/3466], Loss: 2.4545
| TRAIN SET | Epoch [03/30], Step [2300/3466], Loss: 2.4105
| TRAIN SET | Epoch [03/30], Step [2400/3466], Loss: 2.1343
| TRAIN SET | Epoch [03/30], Step [2500/3466], Loss: 2.5575
| TRAIN SET | Epoch [03/30], Step [2600/3466], Loss: 2.0920
| TRAIN SET | Epoch [03/30], Step [2700/3466], Loss: 2.3868
| TRAIN SET | Epoch [03/30], Step [2800/3466], Loss: 2.2621
| TRAIN SET | Epoch [03/30], Step [2900/3466], Loss: 2.2494
| TRAIN SET | Epoch [03/30], Step [3000/3466], Loss: 2.4160
| TRAIN SET | Epoch [03/30], Step [3100/3466], Loss: 2.4835
| TRAIN SET | Epoch [03/30], Step [3200/3466], Loss: 2.3267
| TRAIN SET | Epoch [03/30], Step [3300/3466], Loss: 2.2766
| TRAIN SET | Epoch [03/30], Step [3400/3466], Loss: 2.2937
| TRAIN SET | Epoch [03/30], Loss: 2.4143, Acc(Exp1): 0.4736, Acc(Exp2): 0.4376 

| VALID SET | Epoch [03/30], Step [0000/1674], Loss: 2.3152
| VALID SET | Epoch [03/30], Step [0100/1674], Loss: 2.3186
| VALID SET | Epoch [03/30], Step [0200/1674], Loss: 2.1161
| VALID SET | Epoch [03/30], Step [0300/1674], Loss: 1.9963
| VALID SET | Epoch [03/30], Step [0400/1674], Loss: 2.0599
| VALID SET | Epoch [03/30], Step [0500/1674], Loss: 2.3599
| VALID SET | Epoch [03/30], Step [0600/1674], Loss: 2.5015
| VALID SET | Epoch [03/30], Step [0700/1674], Loss: 2.2381
| VALID SET | Epoch [03/30], Step [0800/1674], Loss: 2.2148
| VALID SET | Epoch [03/30], Step [0900/1674], Loss: 2.0523
| VALID SET | Epoch [03/30], Step [1000/1674], Loss: 2.1640
| VALID SET | Epoch [03/30], Step [1100/1674], Loss: 2.3679
| VALID SET | Epoch [03/30], Step [1200/1674], Loss: 2.4048
| VALID SET | Epoch [03/30], Step [1300/1674], Loss: 2.3682
| VALID SET | Epoch [03/30], Step [1400/1674], Loss: 2.2824
| VALID SET | Epoch [03/30], Step [1500/1674], Loss: 2.3098
| VALID SET | Epoch [03/30], Step [1600/1674], Loss: 2.5284
| VALID SET | Epoch [03/30], Loss: 2.3041, Acc(Exp1): 0.5016, Acc(Exp2): 0.4673 

| TRAIN SET | Epoch [04/30], Step [0000/3466], Loss: 2.3019
| TRAIN SET | Epoch [04/30], Step [0100/3466], Loss: 1.9348
| TRAIN SET | Epoch [04/30], Step [0200/3466], Loss: 2.2292
| TRAIN SET | Epoch [04/30], Step [0300/3466], Loss: 1.8958
| TRAIN SET | Epoch [04/30], Step [0400/3466], Loss: 2.3577
| TRAIN SET | Epoch [04/30], Step [0500/3466], Loss: 2.3372
| TRAIN SET | Epoch [04/30], Step [0600/3466], Loss: 2.2023
| TRAIN SET | Epoch [04/30], Step [0700/3466], Loss: 2.2954
| TRAIN SET | Epoch [04/30], Step [0800/3466], Loss: 2.5657
| TRAIN SET | Epoch [04/30], Step [0900/3466], Loss: 2.3835
| TRAIN SET | Epoch [04/30], Step [1000/3466], Loss: 2.4137
| TRAIN SET | Epoch [04/30], Step [1100/3466], Loss: 2.2622
| TRAIN SET | Epoch [04/30], Step [1200/3466], Loss: 2.3263
| TRAIN SET | Epoch [04/30], Step [1300/3466], Loss: 2.1965
| TRAIN SET | Epoch [04/30], Step [1400/3466], Loss: 2.4456
| TRAIN SET | Epoch [04/30], Step [1500/3466], Loss: 2.3258
| TRAIN SET | Epoch [04/30], Step [1600/3466], Loss: 2.1065
| TRAIN SET | Epoch [04/30], Step [1700/3466], Loss: 2.1760
| TRAIN SET | Epoch [04/30], Step [1800/3466], Loss: 2.3188
| TRAIN SET | Epoch [04/30], Step [1900/3466], Loss: 2.2792
| TRAIN SET | Epoch [04/30], Step [2000/3466], Loss: 2.3208
| TRAIN SET | Epoch [04/30], Step [2100/3466], Loss: 1.9975
| TRAIN SET | Epoch [04/30], Step [2200/3466], Loss: 2.3697
| TRAIN SET | Epoch [04/30], Step [2300/3466], Loss: 2.3133
| TRAIN SET | Epoch [04/30], Step [2400/3466], Loss: 2.3601
| TRAIN SET | Epoch [04/30], Step [2500/3466], Loss: 2.2389
| TRAIN SET | Epoch [04/30], Step [2600/3466], Loss: 2.3068
| TRAIN SET | Epoch [04/30], Step [2700/3466], Loss: 1.9913
| TRAIN SET | Epoch [04/30], Step [2800/3466], Loss: 2.0847
| TRAIN SET | Epoch [04/30], Step [2900/3466], Loss: 1.9804
| TRAIN SET | Epoch [04/30], Step [3000/3466], Loss: 2.3847
| TRAIN SET | Epoch [04/30], Step [3100/3466], Loss: 2.1065
| TRAIN SET | Epoch [04/30], Step [3200/3466], Loss: 2.1605
| TRAIN SET | Epoch [04/30], Step [3300/3466], Loss: 2.1768
| TRAIN SET | Epoch [04/30], Step [3400/3466], Loss: 2.2454
| TRAIN SET | Epoch [04/30], Loss: 2.2936, Acc(Exp1): 0.4953, Acc(Exp2): 0.4600 

| VALID SET | Epoch [04/30], Step [0000/1674], Loss: 2.4171
| VALID SET | Epoch [04/30], Step [0100/1674], Loss: 2.1106
| VALID SET | Epoch [04/30], Step [0200/1674], Loss: 2.0920
| VALID SET | Epoch [04/30], Step [0300/1674], Loss: 2.1857
| VALID SET | Epoch [04/30], Step [0400/1674], Loss: 2.3943
| VALID SET | Epoch [04/30], Step [0500/1674], Loss: 2.2720
| VALID SET | Epoch [04/30], Step [0600/1674], Loss: 2.1989
| VALID SET | Epoch [04/30], Step [0700/1674], Loss: 2.3041
| VALID SET | Epoch [04/30], Step [0800/1674], Loss: 2.3018
| VALID SET | Epoch [04/30], Step [0900/1674], Loss: 2.1709
| VALID SET | Epoch [04/30], Step [1000/1674], Loss: 2.1401
| VALID SET | Epoch [04/30], Step [1100/1674], Loss: 2.2974
| VALID SET | Epoch [04/30], Step [1200/1674], Loss: 2.4702
| VALID SET | Epoch [04/30], Step [1300/1674], Loss: 2.0216
| VALID SET | Epoch [04/30], Step [1400/1674], Loss: 2.1096
| VALID SET | Epoch [04/30], Step [1500/1674], Loss: 2.0935
| VALID SET | Epoch [04/30], Step [1600/1674], Loss: 2.5211
| VALID SET | Epoch [04/30], Loss: 2.2425, Acc(Exp1): 0.5047, Acc(Exp2): 0.4681 

| TRAIN SET | Epoch [05/30], Step [0000/3466], Loss: 2.0835
| TRAIN SET | Epoch [05/30], Step [0100/3466], Loss: 2.2206
| TRAIN SET | Epoch [05/30], Step [0200/3466], Loss: 2.2127
| TRAIN SET | Epoch [05/30], Step [0300/3466], Loss: 2.3658
| TRAIN SET | Epoch [05/30], Step [0400/3466], Loss: 2.4956
| TRAIN SET | Epoch [05/30], Step [0500/3466], Loss: 2.2516
| TRAIN SET | Epoch [05/30], Step [0600/3466], Loss: 2.0624
| TRAIN SET | Epoch [05/30], Step [0700/3466], Loss: 1.9987
| TRAIN SET | Epoch [05/30], Step [0800/3466], Loss: 2.2431
| TRAIN SET | Epoch [05/30], Step [0900/3466], Loss: 2.4535
| TRAIN SET | Epoch [05/30], Step [1000/3466], Loss: 2.4343
| TRAIN SET | Epoch [05/30], Step [1100/3466], Loss: 2.1492
| TRAIN SET | Epoch [05/30], Step [1200/3466], Loss: 1.7746
| TRAIN SET | Epoch [05/30], Step [1300/3466], Loss: 2.2970
| TRAIN SET | Epoch [05/30], Step [1400/3466], Loss: 2.0807
| TRAIN SET | Epoch [05/30], Step [1500/3466], Loss: 2.7173
| TRAIN SET | Epoch [05/30], Step [1600/3466], Loss: 2.5099
| TRAIN SET | Epoch [05/30], Step [1700/3466], Loss: 2.0412
| TRAIN SET | Epoch [05/30], Step [1800/3466], Loss: 2.2976
| TRAIN SET | Epoch [05/30], Step [1900/3466], Loss: 2.1734
| TRAIN SET | Epoch [05/30], Step [2000/3466], Loss: 2.3371
| TRAIN SET | Epoch [05/30], Step [2100/3466], Loss: 2.2625
| TRAIN SET | Epoch [05/30], Step [2200/3466], Loss: 2.1806
| TRAIN SET | Epoch [05/30], Step [2300/3466], Loss: 2.0756
| TRAIN SET | Epoch [05/30], Step [2400/3466], Loss: 2.0446
| TRAIN SET | Epoch [05/30], Step [2500/3466], Loss: 1.7789
| TRAIN SET | Epoch [05/30], Step [2600/3466], Loss: 1.9731
| TRAIN SET | Epoch [05/30], Step [2700/3466], Loss: 1.9964
| TRAIN SET | Epoch [05/30], Step [2800/3466], Loss: 2.1437
| TRAIN SET | Epoch [05/30], Step [2900/3466], Loss: 2.0454
| TRAIN SET | Epoch [05/30], Step [3000/3466], Loss: 2.1436
| TRAIN SET | Epoch [05/30], Step [3100/3466], Loss: 1.9040
| TRAIN SET | Epoch [05/30], Step [3200/3466], Loss: 2.4143
| TRAIN SET | Epoch [05/30], Step [3300/3466], Loss: 1.9581
| TRAIN SET | Epoch [05/30], Step [3400/3466], Loss: 2.1956
| TRAIN SET | Epoch [05/30], Loss: 2.2247, Acc(Exp1): 0.5101, Acc(Exp2): 0.4752 

| VALID SET | Epoch [05/30], Step [0000/1674], Loss: 2.5271
| VALID SET | Epoch [05/30], Step [0100/1674], Loss: 2.0456
| VALID SET | Epoch [05/30], Step [0200/1674], Loss: 2.4190
| VALID SET | Epoch [05/30], Step [0300/1674], Loss: 2.3109
| VALID SET | Epoch [05/30], Step [0400/1674], Loss: 2.2936
| VALID SET | Epoch [05/30], Step [0500/1674], Loss: 1.9205
| VALID SET | Epoch [05/30], Step [0600/1674], Loss: 2.1790
| VALID SET | Epoch [05/30], Step [0700/1674], Loss: 2.3545
| VALID SET | Epoch [05/30], Step [0800/1674], Loss: 2.1305
| VALID SET | Epoch [05/30], Step [0900/1674], Loss: 2.1304
| VALID SET | Epoch [05/30], Step [1000/1674], Loss: 2.3281
| VALID SET | Epoch [05/30], Step [1100/1674], Loss: 2.1126
| VALID SET | Epoch [05/30], Step [1200/1674], Loss: 2.0156
| VALID SET | Epoch [05/30], Step [1300/1674], Loss: 2.2621
| VALID SET | Epoch [05/30], Step [1400/1674], Loss: 2.4323
| VALID SET | Epoch [05/30], Step [1500/1674], Loss: 2.1313
| VALID SET | Epoch [05/30], Step [1600/1674], Loss: 2.1070
| VALID SET | Epoch [05/30], Loss: 2.1926, Acc(Exp1): 0.5197, Acc(Exp2): 0.4854 

| TRAIN SET | Epoch [06/30], Step [0000/3466], Loss: 1.9625
| TRAIN SET | Epoch [06/30], Step [0100/3466], Loss: 2.1591
| TRAIN SET | Epoch [06/30], Step [0200/3466], Loss: 2.2913
| TRAIN SET | Epoch [06/30], Step [0300/3466], Loss: 2.1947
| TRAIN SET | Epoch [06/30], Step [0400/3466], Loss: 2.3224
| TRAIN SET | Epoch [06/30], Step [0500/3466], Loss: 2.4407
| TRAIN SET | Epoch [06/30], Step [0600/3466], Loss: 2.2745
| TRAIN SET | Epoch [06/30], Step [0700/3466], Loss: 1.9923
| TRAIN SET | Epoch [06/30], Step [0800/3466], Loss: 2.3992
| TRAIN SET | Epoch [06/30], Step [0900/3466], Loss: 2.1330
| TRAIN SET | Epoch [06/30], Step [1000/3466], Loss: 2.1040
| TRAIN SET | Epoch [06/30], Step [1100/3466], Loss: 1.9679
| TRAIN SET | Epoch [06/30], Step [1200/3466], Loss: 2.0524
| TRAIN SET | Epoch [06/30], Step [1300/3466], Loss: 2.0436
| TRAIN SET | Epoch [06/30], Step [1400/3466], Loss: 2.1550
| TRAIN SET | Epoch [06/30], Step [1500/3466], Loss: 2.1110
| TRAIN SET | Epoch [06/30], Step [1600/3466], Loss: 2.2165
| TRAIN SET | Epoch [06/30], Step [1700/3466], Loss: 2.1749
| TRAIN SET | Epoch [06/30], Step [1800/3466], Loss: 1.8941
| TRAIN SET | Epoch [06/30], Step [1900/3466], Loss: 2.2232
| TRAIN SET | Epoch [06/30], Step [2000/3466], Loss: 2.0274
| TRAIN SET | Epoch [06/30], Step [2100/3466], Loss: 2.3969
| TRAIN SET | Epoch [06/30], Step [2200/3466], Loss: 2.2171
| TRAIN SET | Epoch [06/30], Step [2300/3466], Loss: 2.2818
| TRAIN SET | Epoch [06/30], Step [2400/3466], Loss: 2.1320
| TRAIN SET | Epoch [06/30], Step [2500/3466], Loss: 2.1908
| TRAIN SET | Epoch [06/30], Step [2600/3466], Loss: 2.0912
| TRAIN SET | Epoch [06/30], Step [2700/3466], Loss: 2.3851
| TRAIN SET | Epoch [06/30], Step [2800/3466], Loss: 2.2880
| TRAIN SET | Epoch [06/30], Step [2900/3466], Loss: 2.2146
| TRAIN SET | Epoch [06/30], Step [3000/3466], Loss: 2.1787
| TRAIN SET | Epoch [06/30], Step [3100/3466], Loss: 2.4413
| TRAIN SET | Epoch [06/30], Step [3200/3466], Loss: 2.1061
| TRAIN SET | Epoch [06/30], Step [3300/3466], Loss: 2.2066
| TRAIN SET | Epoch [06/30], Step [3400/3466], Loss: 2.0829
| TRAIN SET | Epoch [06/30], Loss: 2.1792, Acc(Exp1): 0.5210, Acc(Exp2): 0.4860 

| VALID SET | Epoch [06/30], Step [0000/1674], Loss: 2.1262
| VALID SET | Epoch [06/30], Step [0100/1674], Loss: 2.0925
| VALID SET | Epoch [06/30], Step [0200/1674], Loss: 2.3911
| VALID SET | Epoch [06/30], Step [0300/1674], Loss: 2.5423
| VALID SET | Epoch [06/30], Step [0400/1674], Loss: 2.2481
| VALID SET | Epoch [06/30], Step [0500/1674], Loss: 2.4373
| VALID SET | Epoch [06/30], Step [0600/1674], Loss: 1.9705
| VALID SET | Epoch [06/30], Step [0700/1674], Loss: 2.1559
| VALID SET | Epoch [06/30], Step [0800/1674], Loss: 1.8390
| VALID SET | Epoch [06/30], Step [0900/1674], Loss: 2.0242
| VALID SET | Epoch [06/30], Step [1000/1674], Loss: 1.9925
| VALID SET | Epoch [06/30], Step [1100/1674], Loss: 2.1394
| VALID SET | Epoch [06/30], Step [1200/1674], Loss: 2.2350
| VALID SET | Epoch [06/30], Step [1300/1674], Loss: 2.3689
| VALID SET | Epoch [06/30], Step [1400/1674], Loss: 1.9810
| VALID SET | Epoch [06/30], Step [1500/1674], Loss: 2.2668
| VALID SET | Epoch [06/30], Step [1600/1674], Loss: 2.3568
| VALID SET | Epoch [06/30], Loss: 2.1794, Acc(Exp1): 0.5311, Acc(Exp2): 0.4978 

| TRAIN SET | Epoch [07/30], Step [0000/3466], Loss: 2.1401
| TRAIN SET | Epoch [07/30], Step [0100/3466], Loss: 2.1073
| TRAIN SET | Epoch [07/30], Step [0200/3466], Loss: 2.4148
| TRAIN SET | Epoch [07/30], Step [0300/3466], Loss: 2.2189
| TRAIN SET | Epoch [07/30], Step [0400/3466], Loss: 2.1325
| TRAIN SET | Epoch [07/30], Step [0500/3466], Loss: 1.9249
| TRAIN SET | Epoch [07/30], Step [0600/3466], Loss: 2.1270
| TRAIN SET | Epoch [07/30], Step [0700/3466], Loss: 1.8614
| TRAIN SET | Epoch [07/30], Step [0800/3466], Loss: 2.1171
| TRAIN SET | Epoch [07/30], Step [0900/3466], Loss: 1.8919
| TRAIN SET | Epoch [07/30], Step [1000/3466], Loss: 2.1803
| TRAIN SET | Epoch [07/30], Step [1100/3466], Loss: 2.2597
| TRAIN SET | Epoch [07/30], Step [1200/3466], Loss: 2.3449
| TRAIN SET | Epoch [07/30], Step [1300/3466], Loss: 2.2985
| TRAIN SET | Epoch [07/30], Step [1400/3466], Loss: 2.2088
| TRAIN SET | Epoch [07/30], Step [1500/3466], Loss: 2.2924
| TRAIN SET | Epoch [07/30], Step [1600/3466], Loss: 2.0303
| TRAIN SET | Epoch [07/30], Step [1700/3466], Loss: 2.1371
| TRAIN SET | Epoch [07/30], Step [1800/3466], Loss: 2.1714
| TRAIN SET | Epoch [07/30], Step [1900/3466], Loss: 2.0861
| TRAIN SET | Epoch [07/30], Step [2000/3466], Loss: 2.4714
| TRAIN SET | Epoch [07/30], Step [2100/3466], Loss: 2.1467
| TRAIN SET | Epoch [07/30], Step [2200/3466], Loss: 2.0554
| TRAIN SET | Epoch [07/30], Step [2300/3466], Loss: 1.8820
| TRAIN SET | Epoch [07/30], Step [2400/3466], Loss: 2.2406
| TRAIN SET | Epoch [07/30], Step [2500/3466], Loss: 2.1092
| TRAIN SET | Epoch [07/30], Step [2600/3466], Loss: 2.0431
| TRAIN SET | Epoch [07/30], Step [2700/3466], Loss: 2.2240
| TRAIN SET | Epoch [07/30], Step [2800/3466], Loss: 1.9706
| TRAIN SET | Epoch [07/30], Step [2900/3466], Loss: 1.8120
| TRAIN SET | Epoch [07/30], Step [3000/3466], Loss: 2.1218
| TRAIN SET | Epoch [07/30], Step [3100/3466], Loss: 2.0660
| TRAIN SET | Epoch [07/30], Step [3200/3466], Loss: 2.2838
| TRAIN SET | Epoch [07/30], Step [3300/3466], Loss: 2.0695
| TRAIN SET | Epoch [07/30], Step [3400/3466], Loss: 2.3506
| TRAIN SET | Epoch [07/30], Loss: 2.1402, Acc(Exp1): 0.5284, Acc(Exp2): 0.4936 

| VALID SET | Epoch [07/30], Step [0000/1674], Loss: 2.1357
| VALID SET | Epoch [07/30], Step [0100/1674], Loss: 1.9617
| VALID SET | Epoch [07/30], Step [0200/1674], Loss: 2.4170
| VALID SET | Epoch [07/30], Step [0300/1674], Loss: 2.1731
| VALID SET | Epoch [07/30], Step [0400/1674], Loss: 2.0310
| VALID SET | Epoch [07/30], Step [0500/1674], Loss: 2.5037
| VALID SET | Epoch [07/30], Step [0600/1674], Loss: 2.1937
| VALID SET | Epoch [07/30], Step [0700/1674], Loss: 2.2307
| VALID SET | Epoch [07/30], Step [0800/1674], Loss: 1.8352
| VALID SET | Epoch [07/30], Step [0900/1674], Loss: 2.0574
| VALID SET | Epoch [07/30], Step [1000/1674], Loss: 1.9831
| VALID SET | Epoch [07/30], Step [1100/1674], Loss: 2.1869
| VALID SET | Epoch [07/30], Step [1200/1674], Loss: 2.6110
| VALID SET | Epoch [07/30], Step [1300/1674], Loss: 1.8916
| VALID SET | Epoch [07/30], Step [1400/1674], Loss: 2.1748
| VALID SET | Epoch [07/30], Step [1500/1674], Loss: 2.1585
